pca1,pca2,cluster_id,label,hover_text
-0.02011962435734215,0.07989440389245463,61,Collaborative Engagement,Cluster 61: Collaborative Engagement<br>Words:<br>coherent<br>cooperative<br>participative
-0.008655633414562528,-0.0671008614384442,62,Polished and Sociable,Cluster 62: Polished and Sociable<br>Words:<br>sportsmanlike<br>urbane<br>well-mannered<br>well-spoken<br>well-adjusted<br>well-liked
0.0424953301029724,-0.08555298159807241,63,Passionate Dedication,Cluster 63: Passionate Dedication<br>Words:<br>earnest<br>fervent<br>passionate<br>tenacious<br>zealous<br>ardent<br>keen
0.0315664992080367,-0.061869954343649634,64,Contentment and Satisfaction,Cluster 64: Contentment and Satisfaction<br>Words:<br>contented<br>delighted<br>satisfied
-0.02931981141287878,-0.0006364552826907085,65,Openness and Acceptance,Cluster 65: Openness and Acceptance<br>Words:<br>open-hearted<br>open-minded<br>open<br>open-ended<br>open-faced
0.026669008376718678,-0.024981111928278295,66,Honesty and Integrity,Cluster 66: Honesty and Integrity<br>Words:<br>candid<br>honest<br>ingenuous<br>sincere<br>truthful
-0.05377233139574129,-0.04687942900909976,67,Cultivated Discipline,Cluster 67: Cultivated Discipline<br>Words:<br>cultivated<br>cultured<br>polished<br>self-disciplined<br>disciplined
0.032837822713167625,0.04189220793225387,68,Fairness and Impartiality,Cluster 68: Fairness and Impartiality<br>Words:<br>impartial<br>even-handed
0.1444319889069921,-0.03588393610833261,69,Heartfelt Courage,Cluster 69: Heartfelt Courage<br>Words:<br>big-hearted<br>good-hearted<br>great-hearted<br>kindhearted<br>lion-hearted<br>soft-hearted<br>stout-hearted<br>warm-hearted<br>righteous
0.006736413186806123,-0.08317734477663762,70,Sociable Extroversion,Cluster 70: Sociable Extroversion<br>Words:<br>extroverted<br>outgoing<br>extraverted
-0.11307291497659361,-0.028180451052869933,71,Wisdom and Knowledge,Cluster 71: Wisdom and Knowledge<br>Words:<br>sage
-0.15200696570543318,0.0635480601399111,72,Efficiency and Success,Cluster 72: Efficiency and Success<br>Words:<br>efficient<br>productive<br>effective<br>successful
-0.006810648604586818,0.04978586416561247,73,Calm and Gentle,Cluster 73: Calm and Gentle<br>Words:<br>mild<br>temperate<br>benign<br>mellow
0.013184139607706494,0.14595216921867268,74,Guidance and Support,Cluster 74: Guidance and Support<br>Words:<br>cultivating<br>mentoring<br>nurturing
-0.028118253706849453,-0.06955768213218534,75,Artistic Uniqueness,Cluster 75: Artistic Uniqueness<br>Words:<br>artsy<br>eclectic<br>gritty<br>neat<br>quirky
0.1031356562062157,0.10950192278733788,76,Community Bond,Cluster 76: Community Bond<br>Words:<br>comradely<br>fraternal<br>neighborly<br>brotherly<br>sisterly
0.0339397179817566,-0.003972356948789034,77,Engaging Entertainment,Cluster 77: Engaging Entertainment<br>Words:<br>rollicking<br>amusing<br>engaging<br>entertaining<br>exciting<br>fascinating
0.027882785841639397,0.01606325750604715,78,Artistic Expression,Cluster 78: Artistic Expression<br>Words:<br>artistic<br>eloquent<br>literary<br>poetic<br>aesthetic<br>ethereal<br>lyrical<br>romantic
0.2246795387288598,0.1542213588016187,79,Altruistic Kindness,Cluster 79: Altruistic Kindness<br>Words:<br>beneficent<br>benevolent
-0.0995047488001315,-0.015259337083873198,80,Determined Resolve,Cluster 80: Determined Resolve<br>Words:<br>decisive<br>determined<br>resolute<br>resolved
0.0707834037841432,0.024919607930413035,81,Cooperative Willingness,Cluster 81: Cooperative Willingness<br>Words:<br>obliging<br>willing
-0.014011026305975196,0.07069509473435603,82,Intellectual and Philosophical Depth,Cluster 82: Intellectual and Philosophical Depth<br>Words:<br>cerebral<br>intellectual<br>logical<br>moral<br>philosophical<br>rational<br>spiritual<br>verbal<br>substantive
0.09615417806660893,0.035075976567917666,83,Grace and Forgiveness,Cluster 83: Grace and Forgiveness<br>Words:<br>courteous<br>forbearing<br>forgiving<br>graceful<br>gracious<br>kindly<br>merciful<br>regal
-0.010070423060114518,0.05030277058732557,84,Practical Assistance,Cluster 84: Practical Assistance<br>Words:<br>constructive<br>helpful<br>instructible<br>protective<br>handy<br>supportive
0.19972326546469135,0.14415939664603009,85,Generosity and Philanthropy,Cluster 85: Generosity and Philanthropy<br>Words:<br>charitable<br>philanthropic
0.03040224978486186,0.08340083407600714,86,Progressive Ideals,Cluster 86: Progressive Ideals<br>Words:<br>democratic<br>diplomatic<br>equalitarian<br>progressive<br>liberal
-0.03250273042453921,0.03214260178968869,87,Practical Realism,Cluster 87: Practical Realism<br>Words:<br>practical<br>pragmatic<br>sensible
-0.09218238307444701,-0.021273553308749284,88,Flexibility and Adaptation,Cluster 88: Flexibility and Adaptation<br>Words:<br>adaptable<br>adjustable
-0.005702875312980407,-0.12813523239311914,89,Lively and Energetic,Cluster 89: Lively and Energetic<br>Words:<br>breezy<br>sprightly<br>spry<br>spunky<br>tidy<br>spritely
0.005489217399002093,0.06050242030130933,90,Persuasive Influence,Cluster 90: Persuasive Influence<br>Words:<br>persuasive<br>convincing
0.0597353793426597,-0.09760245782521562,91,Passionate Enthusiasm,Cluster 91: Passionate Enthusiasm<br>Words:<br>eager<br>energetic<br>enthusiastic<br>excited<br>impassioned
0.016762883406897383,-0.046717584431985267,92,Prudent Decision-Making,Cluster 92: Prudent Decision-Making<br>Words:<br>circumspect<br>judicious<br>prudent<br>abstemious
0.02620180066760119,-0.0023295801896395466,93,Visionary Optimism,Cluster 93: Visionary Optimism<br>Words:<br>assertive<br>forward-looking<br>idealistic<br>optimistic<br>forthcoming<br>hopeful<br>uplifting
0.08483541894521034,-0.03725573369970482,94,Heroic Virtue,Cluster 94: Heroic Virtue<br>Words:<br>gallant<br>heroic<br>valiant<br>valorous<br>admirable<br>noble<br>virtuous
-0.036840440113522596,-0.08778921334745093,95,Self-Confidence and Control,Cluster 95: Self-Confidence and Control<br>Words:<br>poised<br>self-assured<br>self-confident<br>self-controlled<br>self-possessed<br>self-respecting<br>self-restrained
-0.1928920672843994,0.05944251921254837,96,Heightened Awareness,Cluster 96: Heightened Awareness<br>Words:<br>alert<br>aware
-0.028776703376261755,-0.03939749920620789,97,Competence and Capability,Cluster 97: Competence and Capability<br>Words:<br>accomplished<br>capable<br>resourceful<br>accountable<br>competent
0.051553920239217954,-0.053310505053775645,98,Moral Integrity,Cluster 98: Moral Integrity<br>Words:<br>conscientious<br>high-minded<br>high-principled<br>incorruptible<br>principled<br>scrupulous
-0.19477173217895055,0.15981516415952812,99,Authentic Simplicity,Cluster 99: Authentic Simplicity<br>Words:<br>natural
